ZCCHC12	0.00	0.00019646972668261564
ELMOD1	0.00	1.9758217734768755e-05
MAGEB2	0.00	3.228962092717039e-15
CSAG3	0.00	1.8753210645869807e-11
GPR15	0.00	2.3922599046990787e-05
ATP2A1-AS1	0.00	2.544991229413629e-13
EMB	0.00	3.529901069152318e-05
TSEN34	0.12	0.006892275386980675
WNT9A	0.00	2.2969793102599077e-09
AACSP1	0.00	1.5415595299257663e-05
PIF1	0.18	0.027511734107036046
COL1A1	0.00	1.2636360627602373e-11
SEMA6B	0.00	8.971406300338959e-06
ZFPM2-AS1	0.00	4.577651984380612e-09
PHRF1	0.59	0.7769040287445281
GJC1	0.00	4.989607688294968e-11
SOCS3	0.00	6.820501871252299e-15
CALB2	0.00	1.3503901969604404e-13
OLFM1	0.00	4.829009187802947e-07
AL138789.1	0.00	2.176883422024946e-09
CRYM	0.00	3.06901839055593e-08
LOXL1	0.00	1.0265595384734528e-08
TMEM59L	0.00	5.834752878605675e-17
DPYSL4	0.00	1.5697681070515797e-09
FAM72C	0.00	6.201936553291906e-07
MICB	0.00	2.5623907024118307e-05
SLC10A4	0.00	5.581723228070115e-11
NKAIN1	0.00	1.0150102248299595e-08
KCNQ2	0.00	2.011283155661487e-05
PRAME	0.00	3.1456680608597975e-14
PTMAP5	0.00	5.458484851465997e-06
BNIP3	0.00	3.634215664827701e-10
RAB38	0.00	1.2372099062984744e-09
GABRQ	0.00	3.154924368813384e-08
FERMT2	0.00	4.6366611027944813e-07
CD40	0.00	2.5310704158289943e-12
ZNF559	0.00	1.514456585238814e-07
GPR173	0.00	4.613416205206034e-11
NTNG2	0.14	0.06527591413111249
PACSIN1	0.00	1.3574261439987557e-08
SYDE1	0.00	2.3730453570147437e-10
GAREM2	0.00	3.377317127724462e-11
OR51B4	0.00	2.600693253324944e-08
CD164L2	0.00	4.902613754494888e-07
MN1	0.00	1.378571097870484e-07
ARHGEF25	0.00	1.5615066403149912e-07
PRRX2	0.00	4.3251800557397766e-10
RFLNB	0.00	1.3737549747689787e-15
NGFR	0.00	1.961526847384808e-12
ANO5	0.00	0.0004363521353163629
GRAMD2A	0.00	4.781761581685022e-14
LINGO1	0.00	3.875656665520972e-15
LINC01405	0.00	4.753006796927497e-13
CBFA2T3	0.00	1.6285294757129854e-08
RTN4RL1	0.00	2.431467155924253e-09
OSMR	0.00	1.7449410749669025e-09
ZNF469	0.00	1.655991597131009e-08
ANXA10	0.00	4.148525192459569e-08
ZNF385B	0.00	3.483982181528907e-08
SOX8	0.00	5.880241851161639e-06
SYPL2	0.00	3.9617180965058135e-08
ARL14EPL	0.00	2.1567857328876505e-08
IRX4	0.00	8.657018610710599e-11
HLA-E	0.00	1.5199300869640518e-12
TWIST1	0.00	1.562757420697957e-10
MAGEA2B	0.00	4.4597013208530353e-10
GPR162	0.00	5.310103035795521e-06
LINC00173	0.04	9.758931309960316e-05
HTR7	0.00	1.320868423766671e-09
ZNRD1	1.00	0.0003578870410419828
GALNT14	0.00	9.672454889981245e-11
MAGEE1	0.00	2.751306552905149e-06
SLC27A6	0.00	9.857832008673467e-07
TBX18	0.00	1.0253648493403874e-06
RET	0.00	1.1305511544448752e-07
KCNJ12	0.00	6.014354998000986e-10
RTL5	0.00	1.9558629617748712e-06
KLK8	0.00	3.086741644806182e-08
TBC1D3D	0.00	0.000476839078529856
SYT3	0.00	7.163213163944154e-07
WASF3	0.00	2.806267214934018e-07
SULT4A1	0.00	2.8496149260735753e-06
MPZ	0.00	2.3793963170953983e-09
TMSB15A	0.00	3.9252553129384905e-06
CDH22	0.00	1.351365698443275e-06
ADAMTS17	0.00	1.8235962251475038e-05
FAT4	0.00	0.00710015604477713
KHDC1L	0.00	3.675071587267977e-12
LHX2	0.00	1.8784483590585757e-07
BLACAT1	0.00	8.340085951963709e-07
MUM1L1	0.00	0.0020585947091562216
DES	0.00	1.698490657122459e-07
EBF2	0.00	8.965733979165685e-05
MGAT5B	0.00	5.261917295061975e-13
MFAP2	0.00	2.5215655970648257e-13
CYP4F22	0.00	6.18172385363394e-08
KCNN3	0.18	0.013015591896012643
SPP1	0.00	5.0149658616885995e-05
SLC22A17	0.00	1.86312914792737e-07
RPE65	0.00	8.311393459046472e-08
LAIR1	0.00	2.9218094386711978e-05
CXXC4	0.04	0.2075668564831122
OR51B2	0.00	9.026111232608227e-06
ADAMTS10	0.00	1.1002458644440976e-05
ALDOC	0.02	4.9351894091324824e-05
BMP7	0.00	2.717377517657262e-08
AL133467.2	0.00	6.334651043938978e-08
AADACP1	0.00	9.016532547603192e-06
AC097059.1	0.00	2.905547479644198e-10
LINC01835	0.00	1.5876821892993693e-12
SLC35F3	0.00	7.465146845448788e-14
C1QL1	0.55	0.8848330057472
AC009299.1	0.00	9.971887570453374e-06
C2orf16	0.00	1.4597815550026403e-07
PAX2	0.00	1.4464985591921853e-15
NES	0.00	1.0179426334803277e-13
TNNI3	0.00	5.987823955499123e-16
ANTXR1	0.00	3.2550747186043574e-08
COL4A3	0.00	0.001301260171787112
KHSRPP1	0.00	0.0011385250659141284
C3orf67	0.00	6.341990174484513e-07
PITX3	0.00	1.1101144469711892e-05
HBG2	0.00	5.542314725638663e-09
OLFM2	0.00	1.1465703514444915e-10
LINC00973	0.00	9.525541216384905e-10
ZBTB12	0.75	0.14911568889891805
ARC	0.00	3.5189199335427404e-14
PKIA	0.00	0.0003851902363891013
KIAA1324L	0.00	1.4094565727690938e-08
HLA-DQB1	0.00	6.54693038122835e-06
KCNK13	0.00	3.4911017665679546e-05
LYNX1	0.00	9.781210019252335e-05
FNDC10	0.00	1.217469913528781e-08
TLX3	0.00	1.5624420220459932e-08
OXCT2P1	0.00	4.428547488702129e-06
PPP4R4	0.00	5.5965690957108156e-05
AC090023.2	0.00	3.935513611721966e-08
SOX18	0.00	8.431194081669737e-10
AL136537.2	0.00	5.3410888687908824e-05
GCK	0.00	8.920271228471253e-06
AC091173.1	0.06	0.000893484467898365
SMIM10L2B	0.00	8.352944848865913e-06
CDK5R2	0.00	1.50622431572485e-09
PRIMA1	0.00	1.3912727314741448e-05
AL133467.4	0.00	5.016273688799194e-07
EDNRA	0.00	0.0036333023489127656
AC025183.1	0.00	3.433563837905448e-06
PIK3R5	0.16	0.0029491178953932385
AC092384.3	0.07	0.0017055629170878149
WNT6	0.00	1.5797254098897246e-05
CHST2	0.00	3.9951035861119085e-06
NFATC1	0.00	1.7956080263080806e-13
CDKN2A	0.00	6.893246372456024e-13
MAGEA3	0.00	9.041515835487316e-10
AC073508.2	0.06	0.02287482529174194
NKX2-8	0.00	1.529145773524805e-11
AC079949.1	0.00	2.1703891583911564e-09
AC019068.1	0.00	1.1295074861166532e-07
AL035446.2	0.00	5.797268220698553e-07
HLA-F-AS1	0.23	0.025028746107446112
RAB31	0.00	3.6066025159089994e-12
KRT32	0.07	0.0006978420981901846
AC009237.14	0.00	2.469933235623338e-06
NME5	0.00	1.9074370343181558e-05
SHISA8	0.00	3.673171117778365e-08
PPP1R1A	0.00	7.870474453161058e-08
OR51K1P	0.00	5.2128790078754326e-06
TLL1	0.06	0.004755600707812038
RBP7	0.00	8.91902535549746e-16
COL6A2	0.00	4.544468968064949e-15
SPDYC	0.00	7.369983759125155e-07
RSPO1	0.00	2.8158247410257994e-06
RBM24	0.00	5.475809659027714e-08
MRGPRF	0.08	0.000776237291131221
TMEM121	0.00	0.00017600727998807073
SDR42E1	0.00	3.068163936895217e-16
AC105105.1	0.06	0.00762898219115071
KCNN4	0.00	1.2083173689763647e-17
FBN3	0.00	5.443604016868981e-06
TRHDE	0.09	0.006124543080415705
AL358876.1	0.00	3.6046860794541935e-06
NKX3-2	0.00	1.8881459766445884e-06
B4GALNT1	0.00	1.5565667705695023e-16
RBPMS2	0.00	9.062588024740562e-12
PRKAA2	0.00	1.04330550835458e-05
ST3GAL6-AS1	0.00	9.625833043038823e-07
SPOCK3	0.06	0.001389173546576094
LINC00982	0.00	0.0015960655525281613
LINC01833	0.00	1.283468265215646e-05
ZNF804A	0.25	0.08357928874831262
DKK1	0.00	1.0141014250480456e-18
AC009237.3	0.00	1.6965298024515606e-06
TM4SF18	0.05	0.0030264650695025104
STRA6LP	0.00	0.0002201466765882249
PSORS1C1	0.00	0.000636199697106404
CSAG1	0.06	0.0007785321424948951
CAVIN3	0.00	1.7093217936654194e-08
HLA-DRB3	0.00	2.149638535672347e-05
CCDC180	0.00	1.16924423488976e-06
THBD	0.00	1.919409778162594e-06
FAM155B	0.00	7.023328145127177e-11
CPNE7	0.00	1.903271822708049e-09
MRM1	0.36	0.7723109655190812
NKX1-2	0.00	3.1513199133765016e-10
PCDH7	0.02	0.0007774079116173792
HS6ST2	0.00	4.54677805427744e-08
SYNGR1	0.00	5.853645073947324e-12
SRGAP2D	0.14	0.010323746585101825
STC2	0.00	8.963756255620132e-14
MSI1	0.00	1.2034219121128544e-11
TSPAN18	0.00	3.4034888941544766e-16
BEX2	0.00	1.8383169334093205e-13
